Surface-Form,Link,Part-of-Speech
Angola–Namibia relations,https://en.wikipedia.org/wiki/Angola–Namibia_relations,NNP NNS
Angola,https://en.wikipedia.org/wiki/Angola,NNP
Angolan Civil War,https://en.wikipedia.org/wiki/Angolan_Civil_War,NNP NNP NNP
SWAPO,https://en.wikipedia.org/wiki/SWAPO,NN
MPLA,https://en.wikipedia.org/wiki/MPLA,NN
UNITA,https://en.wikipedia.org/wiki/UNITA,NN
Jonas Savimbi,https://en.wikipedia.org/wiki/Jonas_Savimbi,NNP NNP
Nigeria,https://en.wikipedia.org/wiki/Nigeria,NN
Angola–Nigeria relations,https://en.wikipedia.org/wiki/Angola–Nigeria_relations,NNP NNS
Organization of the Petroleum Exporting Countries,https://en.wikipedia.org/wiki/Organization_of_the_Petroleum_Exporting_Countries,NN IN DT NNP NNP NNPS
African Union,https://en.wikipedia.org/wiki/African_Union,NNP NNP
South Africa,https://en.wikipedia.org/wiki/South_Africa,NNP NNP
Angola–South Africa relations,https://en.wikipedia.org/wiki/Angola–South_Africa_relations,NNP NNP NNS
Zimbabwe,https://en.wikipedia.org/wiki/Zimbabwe,NN
Angola–Zimbabwe relations,https://en.wikipedia.org/wiki/Angola–Zimbabwe_relations,NNP NNS
Cold War,https://en.wikipedia.org/wiki/Cold_War,NNP NNP
substantial economic ties,https://en.wikipedia.org/wiki/substantial_economic_ties,JJ JJ NNS
President,https://en.wikipedia.org/wiki/President,NNP
Robert Mugabe,https://en.wikipedia.org/wiki/Robert_Mugabe,NNP NNP
West,https://en.wikipedia.org/wiki/West,NNP
Europe,https://en.wikipedia.org/wiki/Europe,NNP
Bulgaria,https://en.wikipedia.org/wiki/Bulgaria,NNS
Luanda,https://en.wikipedia.org/wiki/Luanda,NN
Athens,https://en.wikipedia.org/wiki/Athens,NNS
Greece,https://en.wikipedia.org/wiki/Greece,NNP
Denmark,https://en.wikipedia.org/wiki/Denmark,NN
Lusaka,https://en.wikipedia.org/wiki/Lusaka,NNP
Zambia,https://en.wikipedia.org/wiki/Zambia,NN
Stockholm,https://en.wikipedia.org/wiki/Stockholm,NN
Sweden,https://en.wikipedia.org/wiki/Sweden,NN
France,https://en.wikipedia.org/wiki/France,NNP
Angola–France relations,https://en.wikipedia.org/wiki/Angola–France_relations,NN NNS
French government,https://en.wikipedia.org/wiki/French_government,JJ NN
Cabinda province,https://en.wikipedia.org/wiki/Cabinda_province,NNP NN
Angolagate,https://en.wikipedia.org/wiki/Angolagate,NN
Nicolas Sarkozy,https://en.wikipedia.org/wiki/Nicolas_Sarkozy,NNP NNP
Portugal,https://en.wikipedia.org/wiki/Portugal,NN
Angola–Portugal relations,https://en.wikipedia.org/wiki/Angola–Portugal_relations,JJ NNS
Angolan,https://en.wikipedia.org/wiki/Angolan,NN
communism,https://en.wikipedia.org/wiki/communism,NN
democracy,https://en.wikipedia.org/wiki/democracy,NN
U.S.,https://en.wikipedia.org/wiki/U.S.,NNP .
Europe,https://en.wikipedia.org/wiki/Europe,NNP
Portugal,https://en.wikipedia.org/wiki/Portugal,NN
independence,https://en.wikipedia.org/wiki/independence,NN
coup in Portugal,https://en.wikipedia.org/wiki/coup_in_Portugal,NN IN NNP
Caetano regime,https://en.wikipedia.org/wiki/Caetano_regime,NNP NN
Russia,https://en.wikipedia.org/wiki/Russia,NN
Angola–Russia relations,https://en.wikipedia.org/wiki/Angola–Russia_relations,NN NNS
embassy,https://en.wikipedia.org/wiki/embassy,NN
Luanda,https://en.wikipedia.org/wiki/Luanda,NN
embassy in Moscow,https://en.wikipedia.org/wiki/embassy_in_Moscow,NN IN NNP
Saint Petersburg,https://en.wikipedia.org/wiki/Saint_Petersburg,NN NNP
Serbia,https://en.wikipedia.org/wiki/Serbia,NN
Luanda,https://en.wikipedia.org/wiki/Luanda,NN
Angola,https://en.wikipedia.org/wiki/Angola,NNP
Belgrade,https://en.wikipedia.org/wiki/Belgrade,NN
Serbia,https://en.wikipedia.org/wiki/Serbia,NN
Dragan Šutanovac,https://en.wikipedia.org/wiki/Dragan_Šutanovac,NNP VBD
Vatican,https://en.wikipedia.org/wiki/Vatican,JJ
Holy See,https://en.wikipedia.org/wiki/Holy_See,NNP NNP
Roman Catholic Church,https://en.wikipedia.org/wiki/Roman_Catholic_Church,NNP NNP NNP
Apostolic Nuncio to Angola,https://en.wikipedia.org/wiki/Apostolic_Nuncio_to_Angola,NNP NNP TO VB
Americas,https://en.wikipedia.org/wiki/Americas,NN
Argentina,https://en.wikipedia.org/wiki/Argentina,NNP
Buenos Aires,https://en.wikipedia.org/wiki/Buenos_Aires,NNP NNS
Luanda,https://en.wikipedia.org/wiki/Luanda,NN
Argentine,https://en.wikipedia.org/wiki/Argentine,NN
reggae,https://en.wikipedia.org/wiki/reggae,NN
Fidel Nadal,https://en.wikipedia.org/wiki/Fidel_Nadal,NNP NNP
Argentine Ministry of Foreign Relations: list of bilateral treaties with Angola (in Spanish only),https://en.wikipedia.org/wiki/Argentine_Ministry_of_Foreign_Relations:_list_of_bilateral_treaties_with_Angola_(in_Spanish_only),NNP NNP IN NNP NNPS : NN IN JJ NNS IN NNP ( IN NNP RB )
Brazil,https://en.wikipedia.org/wiki/Brazil,NNP
Angola–Brazil relations,https://en.wikipedia.org/wiki/Angola–Brazil_relations,NNP NNS
Portuguese Empire,https://en.wikipedia.org/wiki/Portuguese_Empire,JJ NN
Cuba,https://en.wikipedia.org/wiki/Cuba,NNP
Angola–Cuba relations,https://en.wikipedia.org/wiki/Angola–Cuba_relations,NNP NNS
Angola's civil war,https://en.wikipedia.org/wiki/Angola's_civil_war,NNP POS JJ NN
Cuban,https://en.wikipedia.org/wiki/Cuban,NN
Western,https://en.wikipedia.org/wiki/Western,JJ
UNITA,https://en.wikipedia.org/wiki/UNITA,NN
FLNA,https://en.wikipedia.org/wiki/FLNA,NN
Mexico,https://en.wikipedia.org/wiki/Mexico,NNP
Angola–Mexico relations,https://en.wikipedia.org/wiki/Angola–Mexico_relations,NNP NNS
Mexico,https://en.wikipedia.org/wiki/Mexico,NNP
Mexico City,https://en.wikipedia.org/wiki/Mexico_City,NNP NNP
United States,https://en.wikipedia.org/wiki/United_States,NNP NNPS
Angola–United States relations,https://en.wikipedia.org/wiki/Angola–United_States_relations,VBN NNS NNS
UNITA,https://en.wikipedia.org/wiki/UNITA,NN
Jonas Savimbi,https://en.wikipedia.org/wiki/Jonas_Savimbi,NNP NNP
United States of America,https://en.wikipedia.org/wiki/United_States_of_America,NNP NNPS IN NNP
Republic of Angola,https://en.wikipedia.org/wiki/Republic_of_Angola,NNP IN NNP
People's Republic of Angola,https://en.wikipedia.org/wiki/People's_Republic_of_Angola,NNS POS NNP IN NNP
Marxism,https://en.wikipedia.org/wiki/Marxism,NN
1992 elections,https://en.wikipedia.org/wiki/1992_elections,CD NNS
"Washington, DC","https://en.wikipedia.org/wiki/Washington,_DC","NNP , NNP"
Asia,https://en.wikipedia.org/wiki/Asia,NN
China,https://en.wikipedia.org/wiki/China,NNP
Angola–People's Republic of China relations,https://en.wikipedia.org/wiki/Angola–People's_Republic_of_China_relations,NNP POS NNP IN NNP NNS
Chinese Prime Minister,https://en.wikipedia.org/wiki/Chinese_Prime_Minister,JJ NNP NNP
Wen Jiabao,https://en.wikipedia.org/wiki/Wen_Jiabao,NNP NNP
João Manuel Bernardo,https://en.wikipedia.org/wiki/João_Manuel_Bernardo,NNP NNP NNP
ambassador,https://en.wikipedia.org/wiki/ambassador,NN
Angola,https://en.wikipedia.org/wiki/Angola,NNP
Israel,https://en.wikipedia.org/wiki/Israel,NNP
Angola–Israel relations,https://en.wikipedia.org/wiki/Angola–Israel_relations,NNP NNS
Angola/Israel business volume amounted at USD 400 million,https://en.wikipedia.org/wiki/Angola/Israel_business_volume_amounted_at_USD_400_million,NNP NN NN VBD IN NNP CD CD
Israeli Ambassador Highlights Relations With Angola,https://en.wikipedia.org/wiki/Israeli_Ambassador_Highlights_Relations_With_Angola,JJ NNP NNP NNP IN NNP
Japan,https://en.wikipedia.org/wiki/Japan,NNP
Angola–Japan relations,https://en.wikipedia.org/wiki/Angola–Japan_relations,NNP NNS
Japan,https://en.wikipedia.org/wiki/Japan,NNP
Pakistan,https://en.wikipedia.org/wiki/Pakistan,NN
Pakistan,https://en.wikipedia.org/wiki/Pakistan,NN
South Korea,https://en.wikipedia.org/wiki/South_Korea,NNP NNP
Foreign relations of South Korea,https://en.wikipedia.org/wiki/Foreign_relations_of_South_Korea,JJ NNS IN NNP NNP
Vietnam,https://en.wikipedia.org/wiki/Vietnam,NNP
Angolan–Vietnamese relations,https://en.wikipedia.org/wiki/Angolan–Vietnamese_relations,JJ NNS
Angola gained its independence,https://en.wikipedia.org/wiki/Angola_gained_its_independence,NNP VBD PRP$ NN
President of Angola,https://en.wikipedia.org/wiki/President_of_Angola,NNP IN NNP
Agostinho Neto,https://en.wikipedia.org/wiki/Agostinho_Neto,NNP NNP
Vietnam,https://en.wikipedia.org/wiki/Vietnam,NNP
Angola,https://en.wikipedia.org/wiki/Angola,NNP
Cold War,https://en.wikipedia.org/wiki/Cold_War,NNP NNP
international communism,https://en.wikipedia.org/wiki/international_communism,JJ NN
Western,https://en.wikipedia.org/wiki/Western,JJ
Soviet Union,https://en.wikipedia.org/wiki/Soviet_Union,NNP NNP
See also,https://en.wikipedia.org/wiki/See_also,NNP RB
List of diplomatic missions in Angola,https://en.wikipedia.org/wiki/List_of_diplomatic_missions_in_Angola,NN IN JJ NNS IN NNP
List of diplomatic missions of Angola,https://en.wikipedia.org/wiki/List_of_diplomatic_missions_of_Angola,NN IN JJ NNS IN NNP
Visa requirements for Angolan citizens,https://en.wikipedia.org/wiki/Visa_requirements_for_Angolan_citizens,NNP NNS IN NNP NNS
References,https://en.wikipedia.org/wiki/References,NNS
human spaceflight program,https://en.wikipedia.org/wiki/human_spaceflight_program,JJ VBD NN
spacecraft,https://en.wikipedia.org/wiki/spacecraft,NN
SpaceShipOne,https://en.wikipedia.org/wiki/SpaceShipOne,NN
commercial astronaut,https://en.wikipedia.org/wiki/commercial_astronaut,JJ NN
Definition,https://en.wikipedia.org/wiki/Definition,NN
human spaceflight,https://en.wikipedia.org/wiki/human_spaceflight,JJ NN
Fédération Aéronautique Internationale,https://en.wikipedia.org/wiki/Fédération_Aéronautique_Internationale,NNP NNP NNP
altitude of 100 kilometers (62 mi),https://en.wikipedia.org/wiki/altitude_of_100_kilometers_(62_mi),NN IN CD NNS ( CD NN )
astronaut wings,https://en.wikipedia.org/wiki/astronaut_wings,NN NNS
36 countries,https://en.wikipedia.org/wiki/36_countries,CD NNS
low Earth orbit,https://en.wikipedia.org/wiki/low_Earth_orbit,JJ NNP NN
24 people,https://en.wikipedia.org/wiki/24_people,CD NNS
Jim Lovell,https://en.wikipedia.org/wiki/Jim_Lovell,NNP NNP
John Young,https://en.wikipedia.org/wiki/John_Young,NNP NNP
Eugene Cernan,https://en.wikipedia.org/wiki/Eugene_Cernan,NNP NNP
spaceplane,https://en.wikipedia.org/wiki/spaceplane,NN
Joe Walker,https://en.wikipedia.org/wiki/Joe_Walker,NNP NNP
Mike Melvill,https://en.wikipedia.org/wiki/Mike_Melvill,NNP NNP
Brian Binnie,https://en.wikipedia.org/wiki/Brian_Binnie,NNP NNP
X-15,https://en.wikipedia.org/wiki/X-15,NN
man-days,https://en.wikipedia.org/wiki/man-days,NNS
spacewalks,https://en.wikipedia.org/wiki/spacewalks,NNS
Gennady Padalka,https://en.wikipedia.org/wiki/Gennady_Padalka,JJ NNP
Peggy A. Whitson,https://en.wikipedia.org/wiki/Peggy_A._Whitson,NNP NN NNP
Terminology,https://en.wikipedia.org/wiki/Terminology,NN
Astronaut ranks and positions,https://en.wikipedia.org/wiki/Astronaut_ranks_and_positions,NNP NNS CC NNS
Soviet Union,https://en.wikipedia.org/wiki/Soviet_Union,NNP NNP
NASA,https://en.wikipedia.org/wiki/NASA,NN
T. Keith Glennan,https://en.wikipedia.org/wiki/T._Keith_Glennan,NNP NNP NNP
Hugh Dryden,https://en.wikipedia.org/wiki/Hugh_Dryden,NNP NNP
Space Task Group,https://en.wikipedia.org/wiki/Space_Task_Group,NNP NNP NNP
Yuri Gagarin,https://en.wikipedia.org/wiki/Yuri_Gagarin,NNP NNP
anglicizes,https://en.wikipedia.org/wiki/anglicizes,NNS
English,https://en.wikipedia.org/wiki/English,JJ
Neil R. Jones,https://en.wikipedia.org/wiki/Neil_R._Jones,NNP NNP NNP
Percy Greg,https://en.wikipedia.org/wiki/Percy_Greg,NNP NNP
J.-H. Rosny aîné,https://en.wikipedia.org/wiki/J.-H._Rosny_aîné,NNP NNP NN
balloonists,https://en.wikipedia.org/wiki/balloonists,NNS
Eric Frank Russell,https://en.wikipedia.org/wiki/Eric_Frank_Russell,NNP NNP NNP
British Interplanetary Society,https://en.wikipedia.org/wiki/British_Interplanetary_Society,JJ NNP NN
astronautics,https://en.wikipedia.org/wiki/astronautics,NNS
International Astronautical Congress,https://en.wikipedia.org/wiki/International_Astronautical_Congress,NNP NNP NNP
International Astronautical Federation,https://en.wikipedia.org/wiki/International_Astronautical_Federation,NNP NNP NNP
NASA,https://en.wikipedia.org/wiki/NASA,NN
Astronaut Corps,https://en.wikipedia.org/wiki/Astronaut_Corps,NNP NNP
Astronaut Corps,https://en.wikipedia.org/wiki/Astronaut_Corps,NNP NNP
Russian,https://en.wikipedia.org/wiki/Russian,JJ
Soviet space program,https://en.wikipedia.org/wiki/Soviet_space_program,JJ NN NN
List of cosmonauts,https://en.wikipedia.org/wiki/List_of_cosmonauts,NN IN NNS
Russian Federal Space Agency,https://en.wikipedia.org/wiki/Russian_Federal_Space_Agency,JJ NNP NNP NNP
Soviet,https://en.wikipedia.org/wiki/Soviet,JJ
Russian,https://en.wikipedia.org/wiki/Russian,JJ
Eastern Bloc,https://en.wikipedia.org/wiki/Eastern_Bloc,JJ NNP
Polish,https://en.wikipedia.org/wiki/Polish,JJ
Mikhail Tikhonravov,https://en.wikipedia.org/wiki/Mikhail_Tikhonravov,NNP NNP
Soviet Air Force,https://en.wikipedia.org/wiki/Soviet_Air_Force,NNP NNP NNP
Yuri Gagarin,https://en.wikipedia.org/wiki/Yuri_Gagarin,NNP NNP
Valentina Tereshkova,https://en.wikipedia.org/wiki/Valentina_Tereshkova,NNP NNP
Norman Thagard,https://en.wikipedia.org/wiki/Norman_Thagard,NNP NNP
Chinese,https://en.wikipedia.org/wiki/Chinese,JJ
Chinese space program,https://en.wikipedia.org/wiki/Chinese_space_program,JJ NN NN
List of Chinese astronauts,https://en.wikipedia.org/wiki/List_of_Chinese_astronauts,NN IN NNP NNS
China,https://en.wikipedia.org/wiki/China,NNP
Hong Kong,https://en.wikipedia.org/wiki/Hong_Kong,NNP NNP
Taiwan,https://en.wikipedia.org/wiki/Taiwan,NNP
space travelers from China,https://en.wikipedia.org/wiki/space_travelers_from_China,NN NNS IN NNP
Longman,https://en.wikipedia.org/wiki/Longman,NN
Oxford English,https://en.wikipedia.org/wiki/Oxford_English,NNP NNP
Yang Liwei,https://en.wikipedia.org/wiki/Yang_Liwei,NNP NNP
Shenzhou 5,https://en.wikipedia.org/wiki/Shenzhou_5,CD CD
Xinhua News Agency,https://en.wikipedia.org/wiki/Xinhua_News_Agency,NNP NNP NNP
People's Daily,https://en.wikipedia.org/wiki/People's_Daily,NNS POS JJ
Malaysia,https://en.wikipedia.org/wiki/Malaysia,NN
newsgroups,https://en.wikipedia.org/wiki/newsgroups,NNS
Other terms,https://en.wikipedia.org/wiki/Other_terms,JJ NNS
space tourism,https://en.wikipedia.org/wiki/space_tourism,NN NN
NASA,https://en.wikipedia.org/wiki/NASA,NN
Russian Federal Space Agency,https://en.wikipedia.org/wiki/Russian_Federal_Space_Agency,JJ NNP NNP NNP
spaceflight participant,https://en.wikipedia.org/wiki/spaceflight_participant,NN NN
Latin,https://en.wikipedia.org/wiki/Latin,NN
Malay,https://en.wikipedia.org/wiki/Malay,NN
Angkasawan program,https://en.wikipedia.org/wiki/Angkasawan_program,NNP NN
Indian Space Research Organisation,https://en.wikipedia.org/wiki/Indian_Space_Research_Organisation,JJ NNP NNP NNP
spacecraft,https://en.wikipedia.org/wiki/spacecraft,NN
vyomanauts,https://en.wikipedia.org/wiki/vyomanauts,NNS
Sanskrit,https://en.wikipedia.org/wiki/Sanskrit,NN
Space travel milestones,https://en.wikipedia.org/wiki/Space_travel_milestones,NNP NN NNS
Spaceflight records,https://en.wikipedia.org/wiki/Spaceflight_records,NN NNS
Timeline of space travel by nationality,https://en.wikipedia.org/wiki/Timeline_of_space_travel_by_nationality,NN IN NN NN IN NN
Yuri Gagarin,https://en.wikipedia.org/wiki/Yuri_Gagarin,NNP NNP
Vostok 1,https://en.wikipedia.org/wiki/Vostok_1,$ CD
Valentina Tereshkova,https://en.wikipedia.org/wiki/Valentina_Tereshkova,NNP NNP
Vostok 6,https://en.wikipedia.org/wiki/Vostok_6,$ CD
Alan Shepard,https://en.wikipedia.org/wiki/Alan_Shepard,NNP NNP
Sally Ride,https://en.wikipedia.org/wiki/Sally_Ride,RB NNP
Space Shuttle Challenger,https://en.wikipedia.org/wiki/Space_Shuttle_Challenger,NNP NNP NNP
STS-7,https://en.wikipedia.org/wiki/STS-7,NN
Mae Jemison,https://en.wikipedia.org/wiki/Mae_Jemison,NNP NNP
STS-47,https://en.wikipedia.org/wiki/STS-47,NN
Alexei Leonov,https://en.wikipedia.org/wiki/Alexei_Leonov,NNP NNP
extravehicular activity,https://en.wikipedia.org/wiki/extravehicular_activity,JJ NN
Ed White,https://en.wikipedia.org/wiki/Ed_White,NNP NNP
Apollo 8,https://en.wikipedia.org/wiki/Apollo_8,$ CD
William Anders,https://en.wikipedia.org/wiki/William_Anders,NNP NNS
Intercosmos,https://en.wikipedia.org/wiki/Intercosmos,NNS
socialist,https://en.wikipedia.org/wiki/socialist,NN
Warsaw Pact,https://en.wikipedia.org/wiki/Warsaw_Pact,NNP NNP
France,https://en.wikipedia.org/wiki/France,NNP
Soyuz TM-7,https://en.wikipedia.org/wiki/Soyuz_TM-7,NNP NNP
Czechoslovak,https://en.wikipedia.org/wiki/Czechoslovak,NN
Vladimír Remek,https://en.wikipedia.org/wiki/Vladimír_Remek,NNP NNP
Soviet Union,https://en.wikipedia.org/wiki/Soviet_Union,NNP NNP
United States,https://en.wikipedia.org/wiki/United_States,NNP NNPS
Soyuz-U,https://en.wikipedia.org/wiki/Soyuz-U,NN
Pham Tuan,https://en.wikipedia.org/wiki/Pham_Tuan,NNP NNP
Vietnam,https://en.wikipedia.org/wiki/Vietnam,NNP
Asian,https://en.wikipedia.org/wiki/Asian,JJ
Soyuz 37,https://en.wikipedia.org/wiki/Soyuz_37,CD CD
Cuban,https://en.wikipedia.org/wiki/Cuban,NN
Arnaldo Tamayo Méndez,https://en.wikipedia.org/wiki/Arnaldo_Tamayo_Méndez,NNP NNP NNP
Hispanic,https://en.wikipedia.org/wiki/Hispanic,JJ
Guion Bluford,https://en.wikipedia.org/wiki/Guion_Bluford,NN NNP
Taylor Wang,https://en.wikipedia.org/wiki/Taylor_Wang,NNP NNP
Patrick Baudry,https://en.wikipedia.org/wiki/Patrick_Baudry,NNP NNP
Saudi Arabian,https://en.wikipedia.org/wiki/Saudi_Arabian,NNP NNP
Prince Sultan Bin Salman Bin AbdulAziz Al-Saud,https://en.wikipedia.org/wiki/Prince_Sultan_Bin_Salman_Bin_AbdulAziz_Al-Saud,NNP NNP NNP NNP NNP NNP NNP
Abdul Ahad Mohmand,https://en.wikipedia.org/wiki/Abdul_Ahad_Mohmand,NNP NNP NNP
Afghan,https://en.wikipedia.org/wiki/Afghan,NNP
Mir,https://en.wikipedia.org/wiki/Mir,NN
Ulf Merbold,https://en.wikipedia.org/wiki/Ulf_Merbold,NNP NNP
Marc Garneau,https://en.wikipedia.org/wiki/Marc_Garneau,NNP NNP
Canadian astronauts,https://en.wikipedia.org/wiki/Canadian_astronauts,JJ NNS
Rodolfo Neri Vela,https://en.wikipedia.org/wiki/Rodolfo_Neri_Vela,NNP NNP NNP
Helen Sharman,https://en.wikipedia.org/wiki/Helen_Sharman,NNP NNP
Mark Shuttleworth,https://en.wikipedia.org/wiki/Mark_Shuttleworth,NNP NNP
Ilan Ramon,https://en.wikipedia.org/wiki/Ilan_Ramon,NNP NNP
re-entry accident,https://en.wikipedia.org/wiki/re-entry_accident,NN NN
Yang Liwei,https://en.wikipedia.org/wiki/Yang_Liwei,NNP NNP
Shenzhou 5,https://en.wikipedia.org/wiki/Shenzhou_5,CD CD
Age milestones,https://en.wikipedia.org/wiki/Age_milestones,NNP NNS
Gherman Titov,https://en.wikipedia.org/wiki/Gherman_Titov,NNP NNP
Vostok 2,https://en.wikipedia.org/wiki/Vostok_2,$ CD
space sickness,https://en.wikipedia.org/wiki/space_sickness,NN NN
John Glenn,https://en.wikipedia.org/wiki/John_Glenn,NNP NNP
STS-95,https://en.wikipedia.org/wiki/STS-95,NN
Duration and distance milestones,https://en.wikipedia.org/wiki/Duration_and_distance_milestones,NN CC NN NNS
Valeri Polyakov,https://en.wikipedia.org/wiki/Valeri_Polyakov,NNP NNP
Jerry L. Ross,https://en.wikipedia.org/wiki/Jerry_L._Ross,NNP NNP NNP
Franklin Chang-Diaz,https://en.wikipedia.org/wiki/Franklin_Chang-Diaz,NNP NNP
Jim Lovell,https://en.wikipedia.org/wiki/Jim_Lovell,NNP NNP
Jack Swigert,https://en.wikipedia.org/wiki/Jack_Swigert,NNP NNP
Fred Haise,https://en.wikipedia.org/wiki/Fred_Haise,NNP NNP
Apollo 13,https://en.wikipedia.org/wiki/Apollo_13,$ CD
Civilian and non-government milestones,https://en.wikipedia.org/wiki/Civilian_and_non-government_milestones,JJ CC JJ NNS
Valentina Tereshkova,https://en.wikipedia.org/wiki/Valentina_Tereshkova,NNP NNP
Vostok 6,https://en.wikipedia.org/wiki/Vostok_6,$ CD
Joseph Albert Walker,https://en.wikipedia.org/wiki/Joseph_Albert_Walker,NNP NNP NNP
X-15 Flight 90,https://en.wikipedia.org/wiki/X-15_Flight_90,JJ NNP CD
Konstantin Feoktistov,https://en.wikipedia.org/wiki/Konstantin_Feoktistov,NNP NNP
Boris Yegorov,https://en.wikipedia.org/wiki/Boris_Yegorov,NNP NNP
